M,k,d,load,sign_mode,neg_ratio,rho,abs_rho,trials,failed_n,success_n,fail_rate,failed_mean,failed_variance,variance_ratio_to_unconditional_exact,effective_df_from_moments,ks_failed_vs_chi2,ks_all_vs_chi2,ks_failed_vs_all,ks_failed_vs_success,failed_q01,chi2_q01,error_q01,failed_q50,chi2_q50,error_q50,failed_q99,chi2_q99,error_q99,rho2,mean_bias
256,3,195,0.76171875,fixed:0,0.0,1.0,1.0,1000000,139098,860902,0.139098,1.056933732828797,0.0075045433324821,0.9617613845558596,297.7153615080619,0.2650404776104835,0.0112948330021038,0.2608899197400394,0.3030425295097925,0.8651532,0.8055720643512272,0.0595811356487727,1.05541705,0.997386839503964,0.0580302104960359,1.26989629,1.2174799538035523,0.0524163361964475,1.0,0.0569337328287971
256,3,200,0.78125,fixed:0.5,0.5,0.0,0.0,1000000,304506,695494,0.304506,0.999519035468825,0.0079142882583332,1.0141424652638076,252.4644717641176,0.0112993360166307,0.0083077890800442,0.0041958573033043,0.0060329166079137,0.80611331,0.8055720643512272,0.0005412456487727,0.99836627,0.997386839503964,0.0009794304960359,1.21760211,1.2174799538035523,0.0001221561964477,0.0,-0.0004809645311749655
256,3,200,0.78125,fixed:0.45,0.45,0.1,0.1,1000000,305107,694893,0.305107,1.000317625141934,0.007957106438906,1.019629217045745,251.5073434928619,0.0095498410501481,0.0089667483052485,0.0031333639083993,0.004509131489883,0.80600791,0.8055720643512272,0.0004358456487728,0.99826087,0.997386839503964,0.0008740304960359,1.22086957,1.2174799538035523,0.0033896161964477,0.010000000000000002,0.0003176251419338971
256,3,200,0.78125,fixed:0.4,0.4,0.2,0.2,1000000,304559,695441,0.304559,1.0014164190218646,0.0079179724545924,1.014614560764355,253.30596943537768,0.0154388809226536,0.0079539330530863,0.0080391432825823,0.0115597775836949,0.80906456,0.8055720643512272,0.0034924956487728,0.99794466,0.997386839503964,0.000557820496036,1.22055336,1.2174799538035523,0.0030734061964476,0.04000000000000001,0.0014164190218646233
256,3,200,0.78125,fixed:0.35,0.35,0.3,0.3,1000000,304905,695095,0.304905,1.0036028835315918,0.007936433748512,1.0169802039550608,253.8214970979285,0.0237275463733145,0.008508878315363,0.0159398358177137,0.022931880991395,0.80853755,0.8055720643512272,0.0029654856487728,1.00079051,0.997386839503964,0.003403670496036,1.22339921,1.2174799538035523,0.0059192561964476,0.09,0.0036028835315917718
256,3,200,0.78125,fixed:0.3,0.3,0.4,0.4,1000000,305271,694729,0.305271,1.0062025053771244,0.0079172517977325,1.014522215287334,255.7562921308533,0.036299540802765,0.0080012048521067,0.0288082309390672,0.0414668610912561,0.8111726,0.8055720643512272,0.0056005356487728,1.00342556,0.997386839503964,0.0060387204960359,1.22603426,1.2174799538035523,0.0085543061964477,0.16000000000000003,0.006202505377124412
256,3,200,0.78125,fixed:0.25,0.25,0.5,0.5,1000000,304449,695551,0.304449,1.0097819297374604,0.0079256185657267,1.015594338824288,257.30724666303803,0.0505545448634634,0.0087223935548711,0.0439327396673991,0.0631624994679026,0.81359684,0.8055720643512272,0.0080247756487727,1.0058498,0.997386839503964,0.008462960496036,1.2284585,1.2174799538035523,0.0109785461964475,0.25,0.009781929737460393
256,3,200,0.78125,fixed:0.2,0.2,0.6,0.6,1000000,304767,695233,0.304767,1.014462539740195,0.0079163194420282,1.0144027425714643,260.0032128750089,0.0717211758200047,0.0085289844622646,0.0648286750337143,0.0932474077520978,0.81918314,0.8055720643512272,0.0136110756487728,1.0114361,0.997386839503964,0.014049260496036,1.2340448,1.2174799538035523,0.0165648461964476,0.36,0.014462539740194957
256,3,200,0.78125,fixed:0.15,0.15,0.7,0.7,1000000,304659,695341,0.304659,1.0196591595985676,0.0078541916757299,1.0064416468900146,264.7515733454859,0.0952108431389244,0.0089797701963242,0.0891007156591467,0.1281395972035975,0.82455863,0.8055720643512272,0.0189865656487727,1.01681159,0.997386839503964,0.019424750496036,1.23942029,1.2174799538035523,0.0219403361964476,0.48999999999999994,0.019659159598567566
256,3,200,0.78125,fixed:0.1,0.1,0.8,0.8,1000000,305057,694943,0.305057,1.0257699093565464,0.0076721597803089,0.9831159517481352,274.2914477985397,0.1233383136497531,0.0090249373397776,0.1171679830589037,0.1686008536799474,0.83309618,0.8055720643512272,0.0275241156487727,1.02197628,0.997386839503964,0.024589440496036,1.24121212,1.2174799538035523,0.0237321661964475,0.6400000000000001,0.02576990935654644
256,3,200,0.78125,fixed:0.05,0.05,0.9,0.9,1000000,304531,695469,0.304531,1.0330461425779316,0.0076062895631815,0.9746752957845722,280.60576022792424,0.1571120593675692,0.0094460265908389,0.1514630859584081,0.2177855317180322,0.84479578,0.8055720643512272,0.0392237156487728,1.03030303,0.997386839503964,0.032916190496036,1.24953887,1.2174799538035523,0.0320589161964477,0.81,0.03304614257793159
256,3,200,0.78125,fixed:0,0.0,1.0,1.0,1000000,304805,695195,0.304805,1.040623467017142,0.0073593016738272,0.9430260938823806,294.2934664461488,0.1920448466854533,0.0099789844622647,0.1865976271058546,0.2684104849802639,0.85291173,0.8055720643512272,0.0473396656487727,1.03841897,0.997386839503964,0.0410321304960359,1.25428195,1.2174799538035523,0.0368019961964476,1.0,0.04062346701714192
256,3,205,0.80078125,fixed:0.5,0.5,-0.0048780487804878,0.0048780487804878,1000000,543305,456695,0.543305,0.9996894936797012,0.0078802890461289,1.0096620340352682,253.6402098764404,0.0093739371005086,0.0084468298127052,0.0016245915921995,0.0035572791298341,0.80449243,0.8055720643512272,-0.0010796343512271,0.99863749,0.997386839503964,0.001250650496036,1.218975675999877,1.2174799538035523,0.0014957221963249,2.379535990481851e-05,-0.0003105063202988312
256,3,205,0.80078125,fixed:0.45,0.45,0.1024390243902439,0.1024390243902439,1000000,542820,457180,0.54282,1.0001492541589665,0.0078732769394664,1.0087636078691369,254.09966860952972,0.008054616053169,0.0077376420318417,0.0018404982498801,0.0040257628283831,0.8053665,0.8055720643512272,-0.0002055643512272,0.99622096,0.997386839503964,-0.0011658795039639,1.21669077,1.2174799538035523,-0.0007891838035523,0.010493753718024985,0.0001492541589664942
